2.00509e-20, 0.0259346, 0.0499124, 0.0693946, 0.0855945, 0.0989219, 0.1106, 0.120383, 0.128817, 0.136448, 0.143799, 0.151424, 0.159917, 0.169837, 0.181789, 0.196458, 0.214679, 0.237513, 0.266187, 0.3
0.987212, 0.990733, 0.993675, 0.995516, 0.996742, 0.997566, 0.998134, 0.998505, 0.998748, 0.998906, 0.999003, 0.999046, 0.999026, 0.998912, 0.998643, 0.998117, 0.997163, 0.995495, 0.992599, 0.987212
0.0319111, 0.0146563, -0.000735229, -0.00813074, -0.0101715, -0.00767914, -0.00325035, 0.00442497, 0.0147069, 0.0268573, 0.0402148, 0.0540266, 0.0674138, 0.0794869, 0.0891397, 0.0949122, 0.0947888, 0.0859213, 0.0646935, 0.0319111
-0.229626, -0.189663, -0.146736, -0.119614, -0.101479, -0.0904377, -0.0831635, -0.0810389, -0.0828761, -0.0873857, -0.0933851, -0.0995649, -0.104451, -0.106593, -0.10428, -0.0953593, -0.0769726, -0.045188, 0.00367324, 0.0531031
0.0872665, 0.09425, 0.0875433, 0.0872665, 0.0876019, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0896976, 0.12496
0.0531031, 0.0588357, 0.0806979, 0.0816582, 0.0699974, 0.0430159, 0.0132231, -0.0273105, -0.0748846, -0.12677, -0.180745, -0.233867, -0.282479, -0.323846, -0.355068, -0.37292, -0.373589, -0.352383, -0.303497, -0.229626
0.12496, 0.186162, 0.167297, 0.156546, 0.141402, 0.136489, 0.116758, 0.104849, 0.0961032, 0.0899292, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0872665, 0.0875616, 0.0872665, 0.0872665
0.684995, 0.641986, 0.557027, 0.448582, 0.372444, 0.315645, 0.273582, 0.228624, 0.202355, 0.188318, 0.188035, 0.202616, 0.231858, 0.275623, 0.335357, 0.41516, 0.514813, 0.659848, 0.776409, 1.00898
0.0988436, 0.0836268, 0.0608426, 0.0370679, 0.0254704, 0.0173081, 0.0116979, 0.0075417, 0.00496693, 0.00318122, 0.00179203, 0.000385575, -0.00153062, -0.00454929, -0.0095802, -0.0178458, -0.0320384, -0.0543262, -0.0986886, -0.183997
-0.46176, -0.432347, -0.300345, -0.108186, 0.0127439, 0.091598, 0.149582, 0.233408, 0.287842, 0.327536, 0.349197, 0.349755, 0.328013, 0.281616, 0.203802, 0.0804181, -0.094548, -0.38941, -0.642093, -1.17499
0.983548, 1.10317, 0.926484, 0.541545, 0.364608, 0.226964, 0.124207, -0.00446923, -0.0852117, -0.139028, -0.161005, -0.146955, -0.0959573, -0.0055474, 0.131503, 0.337684, 0.602531, 1.08582, 1.19477, 1.66202
0.341842, -0.0453901, -0.130537, 0.0343605, -0.00736084, -0.00428302, 0.000607608, 5.56633e-05, -4.26062e-05, 3.39077e-05, 6.13632e-05, 1.89774e-05, 5.64532e-05, -0.000292211, 0.00101875, -0.00432594, 0.0166337, -0.067406, 0.461386, 1.08008
-0.161079, 0.476767, 0.361657, -0.167588, -0.510603, -0.739327, -0.869175, -1.14687, -1.27174, -1.35798, -1.37749, -1.30816, -1.15611, -0.935826, -0.641291, -0.244702, 0.207624, 0.981805, 1.21519, 3.5482
2.88909, 0.222477, -0.554704, -0.294529, -0.236843, -0.289481, -0.479333, -0.222321, -0.201457, -0.112191, -0.0239335, 0.00655099, -0.00143225, -0.00113987, 0.00543697, -0.0206196, 0.0741599, -0.249214, 0.908473, -3.42014